PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus
0908225320,8741,1.5Fin,6,4,1945,TA,Y,1487,3,1,220,4,2010,113000,735,1,1,1.1,140,65,2,Detached,Cinder Block,N,Regular,1.5Fin,6,4,11.635143098,0
0908226130,12180,1.5Fin,4,4,1941,Fa,N,924,2,0,280,7,2010,80000,672,2,0,2,0,69,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,4,4,11.289781914,0
0909100080,4853,1Story,5,6,1924,Fa,N,1296,2,1,260,5,2010,104000,1107,2,0,2,0,86,2,Detached,Brick/Tile/Stone,Y,Regular,1Story,5,6,11.552146178,0
0909101070,8212,1Story,3,3,1914,TA,N,864,2,0,200,6,2010,58500,864,2,0,2,0,96,3,Detached,Brick/Tile/Stone,N,Regular,1Story,4,4,10.976782033,0
0909176150,7890,1Story,6,6,1939,TA,Y,856,2,1,399,3,2010,126000,856,2,0,2,166,71,2,Detached,Cinder Block,N,Regular,1Story,6,6,11.744037186,0
0909455030,3907,1Story,8,6,1989,Gd,Y,1034,1,1,598,4,2010,185000,982,2,0,2,177,21,2,Attached,Cinder Block,N,Irregular,1Story,6,6,12.128111104,1
0909455040,3907,1Story,8,5,1989,Gd,Y,1191,2,1,531,3,2010,162500,1191,2,0,2,193,21,2,Attached,Cinder Block,N,Irregular,1Story,6,5,11.998433281,0
0910202060,5436,1.5Fin,4,8,1922,Gd,Y,1154,3,0,240,5,2010,125500,796,2,0,2,96,88,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,4,6,11.740061038,0
0910203250,8154,1Story,2,5,1941,TA,Y,540,1,0,200,4,2010,82000,480,1,0,1,0,69,2,Detached,Brick/Tile/Stone,N,Regular,1Story,4,5,11.314474526,0
0910205120,9140,1.5Fin,6,5,1921,Fa,Y,1107,2,0,625,4,2010,110000,629,1,0,1,256,89,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,5,11.608235645,0
0914475090,9620,SLvl,6,7,1977,TA,Y,1285,3,1,473,5,2010,190000,1243,2,1,2.1,401,33,2,Attached,Cinder Block,N,Regular,SLvl,6,6,12.154779351,1
0914478045,12328,SLvl,6,5,1976,TA,Y,1034,3,0,888,5,2010,169900,1012,2,0,2,0,34,2,Attached,Cinder Block,Y,Irregular,SLvl,6,5,12.042965308,0
0916386010,11896,1Story,7,5,2008,Ex,Y,1346,3,1,660,5,2010,220000,1336,3,0,3,148,2,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.301382825,1
0916386060,9802,2Story,5,5,2006,Gd,Y,1444,3,0,400,4,2010,174000,384,2,1,2.1,100,4,2,Attached,Concrete/Slab,N,Regular,2Story,5,5,12.066810578,0
0923201020,15300,1Story,5,5,1965,TA,Y,1264,2,1,528,6,2010,169000,1068,2,0,2,0,45,3,Attached,Cinder Block,N,Regular,1Story,5,5,12.037653994,0
0923202105,10114,1Story,5,5,2004,Ex,Y,1430,3,0,624,3,2010,173500,1430,2,0,2,0,6,2,Attached,Concrete/Slab,N,Regular,1Story,5,5,12.063932878,0
0923205015,11875,1Story,5,5,1999,Ex,Y,1344,3,1,686,6,2010,166500,1344,2,0,2,328,11,3,Attached,Concrete/Slab,N,Regular,1Story,5,5,12.022750588,0
0923225300,1974,2Story,4,5,1973,TA,Y,1092,3,0,286,5,2010,83500,546,1,1,1.1,216,37,2,Attached,Cinder Block,N,Regular,2Story,4,5,11.332601911,0
0923225390,2394,1Story,5,6,1973,Ex,Y,945,2,1,253,5,2010,119500,945,2,1,2.1,282,37,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.69107165,0
0923225440,2592,2Story,5,3,1976,TA,Y,1112,3,0,336,4,2010,85000,536,1,1,1.1,182,34,2,Attached,Cinder Block,N,Regular,2Story,5,4,11.350406535,0
0923226250,1476,2Story,4,7,1970,Ex,Y,1092,3,0,0,3,2010,76000,546,1,1,1.1,226,40,2,NA,Cinder Block,N,Regular,2Story,4,6,11.238488619,0
0923226320,1491,SFoyer,4,6,1972,Ex,Y,630,1,0,0,5,2010,75500,630,2,0,2,120,38,2,NA,Cinder Block,N,Regular,SFoyer,4,6,11.231887935,0
0923228270,1900,2Story,4,4,1970,Ex,Y,1092,3,0,0,6,2010,88250,546,1,1,1.1,0,40,3,NA,Cinder Block,N,Regular,2Story,4,4,11.387928975,0
0923228370,1890,2Story,4,6,1972,TA,Y,1092,3,0,286,6,2010,85500,546,1,1,1.1,0,38,3,Attached,Cinder Block,N,Regular,2Story,4,6,11.356271655,0
0923230190,6953,1Story,5,7,1971,Ex,Y,874,3,0,352,6,2010,130000,864,1,0,1,0,39,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.775289729,0
0923251080,26142,1Story,5,7,1962,TA,Y,1188,3,0,312,4,2010,157900,1188,1,0,1,300,48,2,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.9697172,0
0923276030,12887,1Story,5,7,1984,TA,Y,833,2,0,495,4,2010,149900,833,2,0,2,431,26,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.917723684,0
0923426070,10475,2Story,5,5,1991,Gd,Y,1274,3,0,576,3,2010,136000,624,1,1,1.1,22,19,2,Detached,Concrete/Slab,N,Regular,2Story,5,5,11.820410165,0
0924100050,10544,1.5Fin,5,5,1969,TA,Y,1479,5,0,275,4,2010,161000,864,2,0,2,287,41,2,Attached,Cinder Block,N,Irregular,1.5Fin,5,5,11.989159644,0
0526302110,13008,1Story,6,5,1956,TA,Y,882,2,0,502,10,2009,124500,882,1,0,1,0,53,4,Attached,Cinder Block,N,Irregular,1Story,6,5,11.732060995,0
0526351100,10200,1Story,6,5,1974,TA,Y,1434,4,1,528,6,2009,157000,1434,3,0,3,101,35,3,Attached,Cinder Block,Y,Regular,1Story,6,5,11.964001084,0
0527110020,8530,SLvl,7,5,1995,Gd,Y,1474,3,1,400,5,2009,168500,384,2,1,2.1,192,14,2,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,12.034691029,0
0527132090,7380,1Story,8,5,1998,Ex,Y,1478,2,0,495,7,2009,240000,1418,3,0,3,211,11,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.388394202,1
0527161040,8923,SLvl,7,5,1998,Gd,Y,1382,3,1,396,2,2009,177500,384,2,1,2.1,256,11,1,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,12.086725888,1
0527163070,9765,2Story,6,8,1993,Gd,Y,1470,3,1,420,4,2009,185000,680,2,1,2.1,295,16,2,Attached,Concrete/Slab,Y,Irregular,2Story,6,6,12.128111104,1
0527164020,7250,1Story,6,5,1993,Ex,Y,1190,3,1,430,11,2009,166000,1181,2,0,2,21,16,4,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.019743067,0
0527164090,8125,2Story,6,5,1994,Gd,Y,1481,3,1,343,3,2009,174000,702,2,1,2.1,36,15,2,Attached,Concrete/Slab,N,Regular,2Story,6,5,12.066810578,0
0527165130,9248,1Story,6,6,1992,Gd,Y,1167,3,0,400,7,2009,173000,1158,3,0,3,146,17,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,6,12.061046873,0
0527180100,11851,1Story,7,5,1990,Ex,Y,1442,3,0,500,5,2009,180500,1424,2,0,2,542,19,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.103486057,1
0527354100,14115,SLvl,7,5,1980,TA,Y,1472,3,2,588,6,2009,187500,1372,3,0,3,281,29,3,Attached,Cinder Block,Y,Regular,SLvl,6,5,12.141534124,1
0527375180,10140,1Story,6,6,1974,Ex,Y,1116,3,1,528,4,2009,167900,1116,3,0,3,0,35,2,Attached,Cinder Block,Y,Regular,1Story,6,6,12.031123843,0
0527375210,11050,1Story,7,5,1975,Fa,Y,1193,3,1,506,8,2009,158000,1176,2,0,2,40,34,3,Attached,Cinder Block,N,Irregular,1Story,6,5,11.970350312,0
0527376100,10140,1Story,6,5,1974,TA,Y,1350,3,1,478,8,2009,165000,1064,2,0,2,0,35,3,Attached,Cinder Block,Y,Regular,1Story,6,5,12.013700753,0
0527402220,8750,1Story,5,6,1970,TA,Y,1002,3,0,902,8,2009,148500,1002,2,0,2,0,39,3,Detached,Cinder Block,Y,Irregular,1Story,5,6,11.908340237,0
0527403040,7930,1Story,6,8,1969,Gd,Y,1026,3,0,440,7,2009,156000,1026,2,0,2,219,40,3,Detached,Cinder Block,N,Regular,1Story,6,6,11.957611286,0
0527404020,7830,1Story,5,5,1970,TA,Y,1180,2,0,477,3,2009,128000,1180,1,1,1.1,45,39,2,Attached,Cinder Block,N,Irregular,1Story,5,5,11.759785543,0
0527404030,8510,1Story,5,7,1971,Ex,Y,1050,3,0,336,7,2009,143000,1043,2,1,2.1,0,38,3,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.870599909,0
0527405160,6960,1Story,4,6,1970,TA,Y,864,3,0,660,11,2009,120500,864,1,0,1,96,39,4,Detached,Cinder Block,N,Regular,1Story,4,6,11.699405032,0
0527405180,8120,1Story,4,7,1970,Ex,Y,864,3,0,463,7,2009,124500,864,1,0,1,0,39,3,Detached,Cinder Block,N,Regular,1Story,4,6,11.732060995,0
0527425110,9000,1Story,4,7,1971,Gd,Y,864,3,0,576,7,2009,130000,864,1,0,1,200,38,3,Detached,Cinder Block,N,Regular,1Story,4,6,11.775289729,0
0527450280,1680,2Story,6,5,1973,TA,Y,987,2,0,264,7,2009,111000,483,2,1,2.1,0,36,3,Detached,Cinder Block,Y,Regular,2Story,6,5,11.61728548,0
0527451110,2368,2Story,5,6,1970,TA,Y,1365,3,0,440,5,2009,125000,765,1,1,1.1,36,39,2,Attached,Cinder Block,N,Regular,2Story,5,6,11.736069016,0
0527451540,1680,2Story,6,6,1972,TA,Y,987,2,0,288,7,2009,97000,483,2,1,2.1,0,37,3,Detached,Cinder Block,Y,Regular,2Story,6,6,11.482466257,0
0527451640,1680,2Story,6,8,1972,Gd,Y,987,2,0,264,5,2009,118000,483,1,1,1.1,250,37,2,Detached,Cinder Block,Y,Regular,2Story,6,6,11.678439903,0
0527451650,1680,2Story,5,7,1972,TA,Y,1302,3,0,264,2,2009,119500,630,2,1,2.1,185,37,1,Detached,Cinder Block,Y,Regular,2Story,5,6,11.69107165,0
0527452060,4928,1Story,6,6,1976,TA,Y,958,2,0,440,10,2009,143750,958,2,0,2,60,33,4,Attached,Cinder Block,N,Irregular,1Story,6,6,11.875830959,0
0527453060,2280,2Story,6,6,1976,TA,Y,1456,3,1,440,7,2009,148500,855,2,1,2.1,87,33,3,Attached,Cinder Block,N,Regular,2Story,6,6,11.908340237,0
0527453140,2280,1Story,7,5,1975,TA,Y,1055,2,1,440,8,2009,123000,1057,2,1,2.1,27,34,3,Attached,Cinder Block,N,Regular,1Story,6,5,11.719939634,0
0527454050,2308,2Story,6,5,1974,TA,Y,1322,3,1,440,6,2009,147000,855,2,2,2.2,260,35,3,Attached,Cinder Block,N,Regular,2Story,6,5,11.898187866,0
0527454130,2349,2Story,6,5,1977,TA,Y,1456,3,1,440,5,2009,137900,855,2,1,2.1,28,32,2,Attached,Cinder Block,N,Regular,2Story,6,5,11.834284064,0
0527455060,2289,2Story,6,6,1978,TA,Y,1441,3,1,440,4,2009,148500,855,2,1,2.1,28,31,2,Attached,Cinder Block,N,Regular,2Story,6,6,11.908340237,0
0527455080,2364,2Story,6,5,1978,TA,Y,1456,3,1,440,4,2009,138000,855,2,1,2.1,147,31,2,Attached,Cinder Block,N,Regular,2Story,6,5,11.835008964,0
0527455090,2104,1Story,7,6,1976,TA,Y,836,2,0,345,10,2009,128500,836,1,1,1.1,170,33,4,Attached,Cinder Block,N,Regular,1Story,6,6,11.763684183,0
0527455240,7150,1Story,5,5,1967,TA,Y,892,3,0,288,7,2009,100000,892,1,0,1,0,42,3,Attached,Cinder Block,Y,Regular,1Story,5,5,11.512925465,0
0527455280,10710,1Story,5,7,1966,Ex,Y,1120,3,1,656,7,2009,148800,864,1,1,1.1,162,43,3,Attached,Concrete/Slab,Y,Regular,1Story,5,6,11.910358401,0
0528174050,6904,1Story,6,5,2005,Ex,Y,1358,2,1,484,8,2009,213000,1358,2,0,2,228,4,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.269047445,1
0528174060,5381,1Story,6,5,2005,Ex,Y,1306,1,1,624,8,2009,196000,1306,3,0,3,233,4,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.185869938,1
0528174070,5122,1Story,6,5,2005,Ex,Y,1306,1,1,624,3,2009,184500,1306,3,0,3,233,4,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.125404742,1
0528175050,10307,1Story,7,5,2007,Ex,Y,1358,2,1,484,5,2009,212500,1350,3,0,3,218,2,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.266697267,1
0528175060,5001,1Story,7,5,2007,Ex,Y,1314,2,1,626,7,2009,230000,1314,3,0,3,234,2,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.345834588,1
0528180130,6472,1Story,9,5,2008,Ex,Y,1456,2,1,539,4,2009,248500,1451,2,0,2,234,1,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.423198125,1
0528186180,6240,1Story,8,5,2006,Ex,Y,1324,2,1,550,12,2009,254000,1324,3,0,3,230,3,1,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.445089546,1
0528188020,3480,1Story,7,5,2003,Ex,Y,1405,2,1,478,11,2009,173000,1405,2,0,2,184,6,4,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.061046873,0
0528218090,10928,2Story,7,5,2005,Ex,Y,1456,3,1,390,6,2009,184000,728,2,1,2.1,100,4,3,Attached,Concrete/Slab,N,Regular,2Story,6,5,12.122691037,1
0528220040,8918,2Story,6,5,2005,Ex,Y,1490,3,1,392,7,2009,167800,745,2,1,2.1,56,4,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.030528073,0
0528221060,12589,2Story,6,5,2005,Ex,Y,1484,3,1,390,6,2009,174000,742,2,1,2.1,60,4,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.066810578,0
0528228455,3182,1Story,7,5,2005,Ex,Y,1220,2,1,397,8,2009,180000,1220,2,0,2,116,4,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.10071213,1
0528228460,3182,1Story,7,5,2005,Ex,Y,1145,2,1,397,9,2009,160200,1145,2,0,2,116,4,4,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.984178314,0
0528235010,7795,2Story,7,5,2004,Ex,Y,1432,3,1,432,7,2009,188500,716,3,1,3.1,151,5,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.146853286,1
0528235200,9434,SLvl,7,5,2004,Ex,Y,1374,3,1,400,8,2009,170000,384,2,1,2.1,100,5,3,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,12.043553716,0
0528240060,7750,SLvl,8,5,2002,Ex,Y,1419,3,1,527,3,2009,184100,408,3,1,3.1,120,7,2,Attached,Concrete/Slab,N,Regular,SLvl,6,5,12.123234367,1
0528250020,8965,2Story,7,5,2003,Ex,Y,1489,3,1,400,6,2009,192000,782,3,1,3.1,75,6,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.165250651,1
0528250040,8174,2Story,7,5,2003,Ex,Y,1342,3,1,393,5,2009,178000,698,3,1,3.1,156,6,2,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.089538829,1
0528253010,5063,1Story,7,5,2007,Ex,Y,1314,2,1,626,4,2009,207500,1314,3,0,3,234,2,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.242886619,1
0528290030,9734,SLvl,7,5,2004,Ex,Y,1374,3,0,400,5,2009,167000,384,2,1,2.1,0,5,2,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,12.025749091,0
0528290190,7750,SLvl,7,5,1999,Ex,Y,1430,3,1,400,3,2009,156000,384,2,1,2.1,0,10,2,Attached,Concrete/Slab,N,Regular,SLvl,6,5,11.957611286,0
0528294050,7848,SLvl,7,6,1999,Ex,Y,1430,3,1,410,6,2009,168000,384,2,1,2.1,0,10,3,Attached,Concrete/Slab,N,Irregular,SLvl,6,6,12.031719258,0
0528439060,9139,1Story,8,5,2006,Ex,Y,1432,3,1,492,9,2009,245000,1422,2,0,2,347,3,4,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.40901349,1
0528458060,8640,1Story,7,5,2008,Ex,Y,1402,3,0,625,5,2009,229800,1402,2,0,2,331,1,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.344964644,1
0528458180,7500,1Story,8,5,2006,Ex,Y,1448,2,1,692,6,2009,238500,1372,2,0,2,140,3,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.382124589,1
0528488100,7500,1Story,7,5,2004,Ex,Y,1221,2,0,400,10,2009,185000,1221,3,0,3,113,5,4,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.128111104,1
0531363010,9605,1Story,7,6,2007,Ex,Y,1218,3,0,576,4,2009,159000,1218,1,1,1.1,178,2,2,Detached,Concrete/Slab,N,Regular,1Story,6,6,11.976659481,0
0531363030,7500,1Story,7,5,2006,Ex,Y,1141,3,0,484,6,2009,152000,1141,2,1,2.1,182,3,3,Detached,Concrete/Slab,N,Regular,1Story,6,5,11.9316358,0
0531363050,7500,1Story,6,5,2004,Ex,Y,1158,3,0,0,8,2009,143500,1158,1,1,1.1,50,5,3,NA,Concrete/Slab,N,Regular,1Story,6,5,11.874090314,0
0531371050,10083,1Story,7,5,2003,Ex,Y,1200,2,0,555,8,2009,184900,1176,3,0,3,41,6,3,Attached,Concrete/Slab,,Regular,1Story,6,5,12.127570417,1
0531375040,13072,1Story,7,5,2004,Ex,Y,1114,3,0,576,5,2009,159000,1114,1,1,1.1,350,5,2,Detached,Concrete/Slab,N,Regular,1Story,6,5,11.976659481,0
0531375090,13072,1Story,5,5,2004,Ex,Y,1114,3,0,0,8,2009,142000,1114,1,1,1.1,39,5,3,NA,Concrete/Slab,N,Regular,1Story,5,5,11.863582337,0
0531375130,12450,1Story,5,5,2003,Ex,Y,1114,3,0,576,6,2009,153000,1114,3,0,3,42,6,3,Detached,Concrete/Slab,N,Regular,1Story,5,5,11.9381932,0
0531385020,8529,1Story,7,5,2001,Ex,Y,1434,3,1,527,4,2009,189000,1454,2,0,2,329,8,2,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.149502294,1
0531452010,10762,2Story,6,6,1980,TA,Y,1217,3,1,288,4,2009,120000,626,1,1,1.1,28,29,2,Attached,Cinder Block,N,Regular,2Story,6,6,11.695247022,0
0531452070,7175,1Story,6,5,1990,Gd,Y,1332,2,0,542,2,2009,145000,1332,2,0,2,60,19,1,Attached,Concrete/Slab,N,Regular,1Story,6,5,11.884489021,0
0531453100,10274,2Story,6,7,1986,TA,Y,1400,3,0,465,7,2009,162000,676,2,1,2.1,48,23,3,Attached,Cinder Block,Y,Irregular,2Story,6,6,11.995351614,0
0531477020,8400,1Story,4,4,1950,Gd,Y,841,2,0,294,9,2009,82000,721,1,0,1,250,59,4,,Cinder Block,N,Regular,1Story,4,4,11.314474526,0
0531479020,9000,1.5Unf,6,3,1928,TA,N,784,2,0,360,10,2009,76000,784,1,0,1,0,81,4,Detached,Brick/Tile/Stone,N,Regular,1Story,6,4,11.238488619,0
0532353020,9750,1Story,5,5,1962,Gd,Y,980,3,0,400,11,2009,110000,980,2,0,2,28,47,4,Detached,Cinder Block,N,Irregular,1Story,5,5,11.608235645,0
0532353130,7064,1Story,5,6,1977,TA,Y,980,3,0,484,7,2009,135000,980,1,0,1,192,32,3,Detached,Cinder Block,Y,Regular,1Story,5,6,11.813030057,0
0532354160,8499,1Story,5,6,1961,Ex,Y,864,3,0,732,6,2009,141000,864,2,0,2,312,48,3,Detached,Cinder Block,N,Irregular,1Story,5,6,11.856515169,0
0532354230,9079,1Story,5,5,1961,TA,Y,864,2,0,440,7,2009,122000,864,1,0,1,158,48,3,Attached,Cinder Block,N,Irregular,1Story,5,5,11.711776324,0
0532376110,7791,1Story,5,8,1963,Ex,Y,912,3,0,300,10,2009,129000,912,2,0,2,0,46,4,Attached,Cinder Block,N,Irregular,1Story,5,6,11.767567683,0
0532377130,10000,1Story,5,6,1961,Ex,Y,1144,3,1,264,3,2009,131400,864,2,0,2,165,48,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.786001385,0
0532378120,8281,1Story,5,5,1965,Gd,Y,864,3,1,360,12,2009,62383,864,1,0,1,0,44,1,Detached,Cinder Block,N,Irregular,1Story,5,5,11.041048081,0
0532378180,7150,1Story,5,6,1962,Gd,Y,912,3,0,252,10,2009,123000,912,1,1,1.1,0,47,4,Attached,Cinder Block,Y,Regular,1Story,5,6,11.719939634,0
0533213020,4217,1Story,6,5,2008,Ex,Y,1256,1,1,641,3,2009,195000,1145,2,1,2.1,169,1,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.180754838,1
0533213040,3230,2Story,6,5,1999,Gd,Y,1471,3,0,440,3,2009,172500,729,2,1,2.1,24,10,2,Detached,Concrete/Slab,Y,Regular,2Story,6,5,12.058152515,0
0533223030,3768,2Story,7,5,1999,Ex,Y,1452,3,0,506,9,2009,156000,691,3,1,3.1,34,10,4,Detached,Concrete/Slab,Y,Regular,2Story,6,5,11.957611286,0
0533253070,3782,1Story,8,5,1981,TA,Y,1226,1,2,484,9,2009,211500,1226,2,0,2,211,28,4,Attached,Cinder Block,N,Irregular,1Story,6,5,12.261980277,1
0534127130,11717,1Story,6,6,1970,TA,Y,1442,2,1,615,2,2009,185000,1442,2,0,2,371,39,1,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.128111104,1
0534127170,9156,1Story,6,7,1968,Gd,Y,1489,3,1,462,8,2009,185750,1489,2,0,2,0,41,3,Attached,Cinder Block,N,Irregular,1Story,6,6,12.132156963,1
0534128100,12936,2Story,6,6,1972,TA,Y,1395,3,1,497,12,2009,162000,723,1,2,1.2,410,37,1,Attached,Cinder Block,N,Irregular,2Story,6,6,11.995351614,0
0534129370,9600,1Story,5,5,1969,TA,Y,1336,3,1,502,8,2009,163000,1288,2,1,2.1,323,40,3,Attached,Cinder Block,Y,Regular,1Story,5,5,12.00150548,0
0534152120,9650,1Story,6,5,1977,TA,Y,1334,2,1,630,4,2009,167900,1350,2,1,2.1,16,32,2,Attached,Cinder Block,Y,Regular,1Story,6,5,12.031123843,0
0534200030,7130,1Story,5,6,1967,TA,Y,864,2,0,312,6,2009,130000,864,1,1,1.1,0,42,3,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.775289729,0
0534226120,9100,1Story,5,6,1965,Ex,Y,925,2,0,429,7,2009,117500,925,1,1,1.1,0,44,3,Detached,Cinder Block,N,Regular,1Story,5,6,11.674193613,0
0534251030,16500,SFoyer,6,5,1971,Fa,Y,1320,3,1,495,5,2009,172500,1232,2,1,2.1,20,38,2,Attached,Cinder Block,Y,Regular,SFoyer,6,5,12.058152515,0
0534252240,9790,1Story,6,5,1967,TA,Y,1342,3,1,457,9,2009,161500,1372,2,0,2,197,42,4,Attached,Cinder Block,N,Regular,1Story,6,5,11.992260422,0
0534275060,7436,1Story,4,7,1960,Gd,Y,894,2,1,396,8,2009,141500,894,2,0,2,360,49,3,Detached,Cinder Block,N,Regular,1Story,4,6,11.860054996,0
0534275100,8125,1Story,5,7,1959,Ex,Y,864,3,0,308,9,2009,118000,864,1,0,1,0,50,4,Detached,Cinder Block,N,Regular,1Story,5,6,11.678439903,0
0534276040,9100,1Story,6,6,1959,Ex,Y,864,2,0,300,10,2009,127500,864,1,0,1,0,50,4,Detached,Cinder Block,N,Regular,1Story,6,6,11.755871644,0
0534277090,9450,1Story,4,5,1957,TA,Y,1362,3,1,768,5,2009,140000,1040,2,0,2,0,52,2,Attached,Cinder Block,Y,Irregular,1Story,4,5,11.849397702,0
0534400290,9350,1Story,5,6,1961,TA,Y,1313,3,1,610,2,2009,153000,1313,2,1,2.1,321,48,1,Attached,Cinder Block,Y,Regular,1Story,5,6,11.9381932,0
0534402140,11000,1Story,5,6,1966,Ex,Y,1154,3,1,480,11,2009,154000,1154,1,1,1.1,58,43,4,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.944707881,0
0534403370,12095,SLvl,6,6,1964,TA,Y,1445,3,1,645,8,2009,158000,1127,1,1,1.1,180,45,3,Attached,Cinder Block,Y,Irregular,SLvl,6,6,11.970350312,0
0534426110,9600,1Story,5,6,1959,Ex,Y,1041,3,0,270,7,2009,124500,1041,2,0,2,312,50,3,Attached,Cinder Block,Y,Regular,1Story,5,6,11.732060995,0
0534431130,9768,1Story,5,5,1955,Gd,Y,960,2,0,330,2,2009,122000,960,2,0,2,70,54,1,Attached,Cinder Block,N,Regular,1Story,5,5,11.711776324,0
0534450150,5330,1Story,4,7,1940,Gd,Y,708,2,0,0,12,2009,82500,420,1,0,1,164,69,1,NA,Cinder Block,N,Regular,1Story,4,6,11.320553572,0
0534451110,7015,1.5Fin,5,4,1950,TA,Y,1203,3,1,352,7,2009,110000,709,2,0,2,0,59,3,Detached,Cinder Block,Y,Irregular,1.5Fin,5,4,11.608235645,0
0534476320,9600,1Story,5,6,1956,Gd,Y,1050,2,0,338,6,2009,128900,1050,1,0,1,0,53,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.766792189,0
0534478230,9600,1Story,5,7,1950,Gd,Y,1113,3,1,264,7,2009,147000,1113,1,0,1,80,59,3,Attached,Cinder Block,N,Regular,1Story,5,6,11.898187866,0
0535104120,10573,1Story,6,6,1961,Ex,Y,1453,3,1,530,4,2009,187500,1453,3,0,3,337,48,2,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.141534124,1
0535105100,9500,1Story,6,5,1963,Gd,Y,1394,3,2,514,7,2009,159000,1394,2,1,2.1,261,46,3,Attached,Cinder Block,Y,Irregular,1Story,6,5,11.976659481,0
0535126100,13560,1Story,6,3,1968,Gd,Y,1392,2,2,576,7,2009,110000,1392,2,0,2,0,41,3,Attached,Cinder Block,Y,Regular,1Story,6,4,11.608235645,0
0535151040,8760,1Story,5,7,1956,TA,Y,1144,3,0,286,6,2009,150000,1169,2,0,2,257,53,3,Attached,Cinder Block,Y,Regular,1Story,5,6,11.918390573,0
0535152230,8400,1Story,6,3,1957,Gd,Y,1478,3,2,442,6,2009,156500,1478,2,1,2.1,330,52,3,Attached,Cinder Block,N,Regular,1Story,6,4,11.960811289,0
0535154060,12285,1Story,7,6,1960,Gd,Y,1329,3,2,441,8,2009,176000,1329,1,1,1.1,0,49,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,12.078239274,1
0535154130,9240,1Story,6,8,1959,TA,Y,988,3,0,297,6,2009,149500,988,3,0,3,156,50,3,Attached,Cinder Block,N,Irregular,1Story,6,6,11.915051672,0
0535175050,12400,1Story,6,7,1958,TA,Y,1215,3,0,297,6,2009,155000,1215,1,0,1,234,51,3,Attached,Cinder Block,Y,Irregular,1Story,6,6,11.951180396,0
0535178120,8750,1Story,5,5,1955,Gd,Y,1382,3,0,350,7,2009,153000,1382,1,1,1.1,280,54,3,Attached,Cinder Block,N,Regular,1Story,5,5,11.9381932,0
0535300120,19296,SLvl,6,5,1962,TA,Y,1382,3,1,884,5,2009,176000,1362,2,0,2,0,47,2,Attached,Cinder Block,Y,Regular,SLvl,6,5,12.078239274,1
